"","a1","a1a1","a2","a2a2","a3","a3a3","a4a4","a5a5","a6a6","a7a7","a8a8","a9a9","b1b1","b2","b3","b4","b5","b5a1","b5b2","b5b5","cluster"
"42",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,10,0,0,16,2
"420",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,0,0,0,4
"421",6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,13,0,5,10,13
"422",7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,5,7,13
"423",8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,21,0,0,0,3
"424",11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,5,15
"425",6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,5,12,13
"426",7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,0,5,5,13
"427",11,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,0,3
"428",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,5,0,3
"429",5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,0,9,2
"43",12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0,3
"430",11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,11,0,6,10,13
"431",5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,7,8,13
"432",13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0,3
"433",7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,0,5,0,10
"434",11,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,27,0,6,0,10
"435",7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,9,2
"436",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,10,0,6,8,13
"437",0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,24,0,0,0,4
"438",13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,6,15
"439",6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,17,0,6,0,10
"44",12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,0,13,2
"440",12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,0,0,3
"441",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,14,0,0,6,4
"442",13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,22,0,0,5,1
"443",8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,0,8,2
"444",11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,21,0,0,0,3
"445",7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,0,5,0,3
"446",10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,8,0,10
"447",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,11,8,13
"448",0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,5,8,27
"449",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,0,0,0,3
"45",10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,18,0,5,8,13
"450",8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,12,9,36
"451",9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0,16
"452",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,20,0,0,0,3
"453",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,21,0,0,0,3
"454",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,0,6,15
"455",7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,9,0,0,12,2
"456",8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,28,0,7,0,3
"457",10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,0,9,2
"458",14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,7,15
"459",9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,12,0,6,15,13
"46",7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,0,0,3
"460",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,8,0,10
"461",8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,0,6,15
"462",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,7,15
"463",7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,7,9,13
"464",7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,0,0,12,2
"465",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,8,10,13
"466",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,20,0,0,0,3
"467",8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,8,0,8,6,13
"468",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0,3
"469",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,29,0,0,0,3
"47",6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,9,2
"470",13,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,9,15
"471",5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,20,0,8,10,1
"472",6,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,31,0,0,0,3
"473",7,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,26,0,0,0,3
"474",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,5,5,1
"475",10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,0,11,2
"476",13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,24,0,6,0,10
"477",9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,5,6,13
"478",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,0,0,3
"479",12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,8,10,13
"48",11,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,18,0,0,8,15
"480",7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,32,0,0,0,3
"481",8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,28,0,8,5,1
"482",14,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,23,0,0,0,3
"483",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,27,0,0,0,3
"484",8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,23,0,0,6,1
"485",7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0,3
"486",7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,5,9,13
"487",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,0,5,15
"488",12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,0,0,13,2
"489",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,6,5,1
"49",14,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,5,7,32
"490",5,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,34,0,0,0,3
"491",11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,6,1
"492",12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,22,0,0,0,3
"493",8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,16,0,0,0,3
"494",7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,7,0,0,10,2
"495",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,20,0,7,6,27
"496",6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,10,0,0,13,2
"497",5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,23,0,0,0,3
"498",10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,23,0,0,0,3
"499",8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,0,0,3
"5",9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,5,0,5,11,13
"50",5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,21,0,0,0,3
"500",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,23,0,0,0,3
"501",0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,22,0,0,5,4
"502",8,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,0,0,13,2
"503",12,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,27,0,0,0,3
"504",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,18,0,6,7,1
"505",15,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,7,7,32
"506",10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,0,5,1
"507",13,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0,3
"508",10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,22,0,0,0,3
"509",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,0,3
"51",11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,0,3
"510",13,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,11,0,6,0,35
"511",7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,16,0,11,10,13
"512",14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,0,9,2
"513",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,6,7,27
"514",8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,27,0,0,0,3
"515",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,0,0,6,4
"516",6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,8,0,0,9,2
"517",7,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,6,8,13
"518",7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,14,0,0,13,2
"519",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,14,0,6,0,10
"52",10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0,3
"520",5,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,8,2
"521",9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,14,0,8,6,13
"522",5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,21,0,0,9,15
"523",9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,15,0,5,11,13
"524",10,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,27,0,0,0,3
"525",6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,34,0,0,0,3
"526",8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,0,0,5,15
"527",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,18,0,0,5,1
"528",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,13,0,0,10,33
"529",12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,5,5,13
"53",10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,0,0,6,1
"530",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,5,0,3
"531",9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,13,0,0,0,3
"532",10,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,26,0,0,0,3
"533",11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,10,2
"534",9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,7,15
"535",14,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,11,37
"536",0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,26,0,5,0,4
"537",11,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,33,0,0,0,3
"538",16,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,17,0,0,6,15
"539",8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,0,6,7,13
"54",13,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,6,15
"540",8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,24,0,0,0,3
"541",9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,0,0,12,2
"542",5,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,27,0,0,5,1
"543",8,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,18,0,0,6,15
"544",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,13,6,38
"545",10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0,3
"546",11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,22,0,0,5,1
"547",11,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,17,0,7,5,13
"548",13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,8,0,0,17,2
"549",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,18,0,0,0,3
"55",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,8,0,0,10,2
"550",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0,4
"551",10,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,22,0,0,0,3
"552",5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,8,0,0,8,2
"553",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,27,0,0,0,3
"554",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,23,0,0,0,3
"555",7,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,31,0,0,0,3
"556",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,6,12,27
"557",6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,10,0,0,0,3
"558",12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,10,0,7,12,13
"559",10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,5,11,13
"56",5,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0,3
"560",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,15,0,7,13,27
"561",10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0,3
"562",6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,32,0,5,0,3
"563",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,17,0,0,0,3
"564",8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,26,0,0,0,3
"565",9,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,12,0,9,7,13
"566",6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,10,0,6,9,13
"567",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,0,5,15
"568",9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,5,5,13
"569",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,17,0,0,0,3
"57",10,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,6,9,13
"570",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,0,6,5,1
"571",0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,22,0,0,0,4
"572",10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0,0,3
"573",5,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,24,0,0,0,3
"574",11,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,11,0,8,10,13
"575",8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,28,0,0,0,3
"576",5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,18,0,0,13,15
"577",10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,9,0,0,14,2
"578",12,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,17,0,0,0,3
"579",8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,29,0,0,0,3
"58",12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,5,0,0,11,2
"580",10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,6,1
"581",6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,28,0,0,0,3
"582",11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,0,7,15
"583",12,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,16,0,0,9,15
"584",7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,22,0,0,8,1
"585",7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,26,0,0,0,3
"586",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,25,0,0,0,3
"587",8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,0,6,12,13
"588",9,0,0,0,0,0,0,0,0,0,0,0,0,46,6,0,19,0,0,11,15
"589",0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,25,0,0,0,4
"59",11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,11,0,0,11,2
"590",8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,25,0,0,5,1
"591",9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,19,0,0,0,3
"592",6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,16,0,0,0,3
"593",7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,33,0,0,0,3
"594",6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,22,0,0,0,3
"595",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,8,2
"596",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0,3
"597",12,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,20,0,5,13,13
"598",6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,5,7,13
"599",6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,26,0,0,5,1
"6",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,13,0,6,5,13
"60",6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,20,0,0,5,1
"600",12,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,24,0,0,0,3
"601",13,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,5,15
"602",11,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,28,0,0,0,3
"603",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,6,33
"604",7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,25,0,0,5,1
"605",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,22,0,0,0,3
"606",8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13,0,0,8,15
"607",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,0,0,0,3
"608",6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,27,0,0,5,1
"609",8,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,15,0,5,9,13
"61",11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,11,2
"610",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,0,4
"611",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,12,15
"612",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,10,0,0,10,2
"613",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,0,11,2
"614",12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,10,0,5,10,13
"615",7,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,22,0,0,0,3
"616",10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,15,0,0,10,15
"617",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,0,0,3
"618",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,14,0,0,8,15
"619",10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,0,6,2
"62",8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,5,2
"620",8,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,20,0,0,5,1
"621",14,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,22,0,0,10,15
"622",9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,0,3
"623",0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,15,0,7,10,27
"624",0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,33,0,0,0,4
"625",7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,11,0,0,0,3
"626",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,7,0,7,9,27
"627",12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,26,0,0,0,3
"628",6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,35,0,0,0,3
"629",8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,30,0,0,0,3
"63",12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,0,6,15
"630",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,0,10,33
"631",8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,8,0,10
"632",8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,0,11,2
"633",7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,5,1
"634",7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,0,0,3
"635",6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,8,0,0,14,2
"636",5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,7,0,0,15,2
"637",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,8,0,3
"638",9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,0,7,15
"639",5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,0,7,15
"64",9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,5,8,13
"640",6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,5,7,13
"641",5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,23,0,0,0,3
"642",11,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,29,0,0,0,3
"643",7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,16,0,9,7,13
"644",9,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,46,0,0,0,3
"645",8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,7,15
"646",7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,6,0,0,6,15
"647",12,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,0,0,0,16
"648",6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0,3
"649",13,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,30,0,0,7,1
"65",10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,7,2
"650",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,29,0,0,0,4
"651",7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,5,15
"652",10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0,3
"653",10,0,0,0,0,0,0,0,0,0,0,0,0,35,5,0,21,0,7,0,10
"654",7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,14,0,9,5,13
"655",7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,7,2
"656",14,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22,0,0,0,3
"657",7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,5,0,10
"658",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,14,0,0,0,3
"659",9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,23,0,0,0,3
"66",7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,11,6,13
"660",8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,3
"661",0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,20,0,0,0,4
"662",11,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,6,9,32
"663",8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,7,0,0,11,2
"664",5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,24,0,0,0,3
"665",8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,24,0,0,5,1
"666",7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0,3
"667",8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,16,0,7,13,13
"668",6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,11,0,0,15,2
"669",12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,27,0,0,0,3
"67",15,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,7,6,32
"670",9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,11,0,6,6,13
"671",15,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,5,15
"672",6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,30,0,0,0,3
"673",9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,13,0,6,12,13
"674",6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,13,0,6,0,10
"675",9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,7,7,13
"676",8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,5,5,13
"677",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,0,0,0,4
"678",6,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,16,0,6,7,13
"679",8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,7,0,5,5,13
"68",8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,5,15
"680",7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0,3
"681",7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,6,5,13
"682",9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,24,0,0,0,3
"683",6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,22,0,7,6,1
"684",7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,5,5,13
"685",5,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,13,0,7,10,13
"686",9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,5,5,32
"687",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,22,0,0,0,4
"688",13,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,0,9,2
"689",9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,16,0,0,0,3
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,15,0,5,0,4
"690",6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,0,0,3
"691",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,17,0,5,0,4
"692",10,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,12,0,0,0,16
"693",6,0,0,0,0,0,0,0,0,0,0,0,0,26,6,5,23,0,0,0,29
"694",10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0,3
"695",0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,11,33
"696",5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,5,0,39
"697",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,6,4
"698",8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,5,9,13
