,a1,a1a1,a2,a2a2,a3,a3a3,a4a4,a5a5,a6a6,a7a7,a8a8,a9a9,b1b1,b2,b3,b4,b5,b5a1,b5b2,b5b5
20,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,7,6
200,8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,0,0
201,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0
202,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,0,0,8
203,6,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,9,0,5,5
204,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,23,0,0,0
205,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,15,0,9,6
206,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,5,0,0,13
207,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0
208,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,11,0,9,11
209,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,16,0,9,10
21,7,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,26,0,0,7
210,13,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,16,0,0,11
211,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,5
212,10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,15,0,5,8
213,8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,8,0,0,11
214,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,27,0,0,0
215,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,8,7
216,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0
217,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,15,0,0,6
218,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,26,0,0,0
219,10,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,29,0,0,0
22,6,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13,0,0,6
220,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,21,0,0,0
221,14,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,6,7
222,8,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,35,0,5,0
223,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,18,0,0,6
224,6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,5,11
225,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,10
226,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,25,0,0,0
227,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,17,0,0,7
228,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,25,0,0,0
229,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,21,0,0,0
23,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,5,9
230,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,20,0,0,6
231,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,19,0,0,0
232,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,26,0,0,0
233,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,8,10
234,16,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,6,0,6,11
235,6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,23,0,0,5
236,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,8,0,7,11
237,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,8,10
238,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,38,0,0,0
239,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,21,0,0,0
24,8,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,7,0,0,0
240,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,7,5
241,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,0,0
242,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,19,0,6,0
243,10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,30,0,0,0
244,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,19,0,6,0
245,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,6,9
246,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,14,0,7,10
247,9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,14,0,0,10
248,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,5,0
249,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,24,0,0,0
25,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,8,0,0,6
250,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,11
251,14,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,10,0,0,9
252,10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,28,0,0,0
253,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,0,6
254,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,32,0,0,0
255,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,0,6
256,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,17,0,0,0
257,9,0,0,0,0,0,0,0,0,0,0,0,0,33,5,0,29,0,0,0
258,10,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,10,0,6,7
259,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,7,13
26,8,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,26,0,6,0
260,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,6
261,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,0,0
262,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0
263,7,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,11,0,0,7
264,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,21,0,5,6
265,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0
266,10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0
267,5,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,5
268,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,0,14
269,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,18,0,0,6
27,12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,19,0,0,0
270,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,12
271,13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,5,0
272,11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,23,0,0,0
273,9,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,17,0,0,0
274,8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,32,0,0,0
275,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,6,6
276,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,0,0,6
277,14,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,22,0,0,0
278,8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,30,0,0,0
279,11,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,0,9
28,6,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,7,0,0,13
280,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,10,0,7,6
281,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,5,9
282,11,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,27,0,0,0
283,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,5,6
284,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,8
285,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,12,0,0,5
286,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,6
287,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,25,0,0,0
288,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0
289,6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,0,0,6
29,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,25,0,0,7
290,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,9,0,0,5
291,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,0,5
292,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,0,9
293,12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,0,6
294,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,6
295,11,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,31,0,5,0
296,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0
297,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,8,0,0,9
298,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,12,0,0,0
299,10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,15,0,7,10
3,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,6,9
30,8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,21,0,0,10
300,6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,14,0,8,0
301,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,23,0,0,0
302,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,10,0,0,6
303,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,5,8
304,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,19,0,0,0
305,9,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,9
306,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0
307,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0
308,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,11,0,0,7
309,8,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,12,0,0,17
31,10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,31,0,0,0
310,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,6
311,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,8,6
312,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,18,0,0,0
313,12,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,19,0,0,0
314,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,16,0,6,8
315,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,27,0,0,0
316,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,33,0,0,0
317,6,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,12,0,5,6
318,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,9,0,0,13
319,12,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,18,0,0,14
32,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,11,0,6,6
320,10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,13,0,0,10
321,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,0
322,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,0,8
323,13,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,5,6
324,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,15,0,0,5
325,14,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,12,0,0,0
326,5,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,23,0,6,0
327,9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,24,0,0,0
328,5,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,13,0,8,10
329,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,11,0,5,5
33,6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0
330,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,5,7
331,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,14,0,6,5
332,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,19,0,0,0
333,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,14,0,0,8
334,12,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,6,0,0,14
335,5,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,33,0,0,5
336,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,0
337,8,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,11,0,6,9
338,7,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,24,0,7,6
339,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0
34,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,10
340,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,26,0,0,0
341,8,0,0,0,0,0,0,0,0,0,0,0,0,42,7,0,26,0,0,0
342,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,12,0,7,0
343,13,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,27,0,0,0
344,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0,0,9
345,12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,6,11
346,9,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,0,9
347,10,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,5,0,10
348,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0
349,14,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0
35,8,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,22,0,0,5
350,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,20,0,0,0
351,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0,0
352,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,0,0
353,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,10
354,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,0,7
355,7,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,11,0,5,14
356,10,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,7,0,0,17
357,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,24,0,0,5
358,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,5,0
359,12,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,18,0,0,0
36,9,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,10,0,5,0
360,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,26,0,0,0
361,5,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,5,6
362,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,0,9
363,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,0,10
364,16,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,20,0,0,0
365,10,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,23,0,0,0
366,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,11,0,0,11
367,10,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,35,0,0,0
368,12,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,15,0,0,14
369,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,13,0,9,10
37,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,6,7
370,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,9,0,0,9
371,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,7,0,0,8
372,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,25,0,0,0
373,5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,22,0,5,7
374,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,8,0
375,13,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,21,0,0,0
376,6,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,24,0,0,5
377,9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,24,0,0,0
378,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,8
379,13,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,5
38,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,0
380,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,24,0,0,6
381,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0
382,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,6
383,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,6,6
384,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,9,0,0,13
385,8,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,0,11
386,8,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,10
387,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,12,0,0,8
388,6,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,9,0,0,7
389,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,9,0,5,9
39,9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,27,0,0,0
390,5,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,22,0,0,0
391,5,0,0,0,0,0,0,0,0,0,0,0,0,40,5,0,33,0,0,0
392,9,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,37,0,0,0
393,11,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,14,0,5,6
394,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,19,0,0,8
395,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,15,0,0,5
396,9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,9,0,0,14
397,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,5,8
398,6,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,12,0,0,7
399,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,7,0,0,7
4,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,8,0,6,10
40,5,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,17,0,0,0
400,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,23,0,0,0
401,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,20,0,7,0
402,12,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,18,0,7,8
403,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,11,0,7,8
404,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,14,0,6,7
405,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,22,0,0,0
406,8,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,0,7,6
407,9,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,13
408,7,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0
409,12,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,18,0,0,5
41,6,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,21,0,0,10
410,13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,10
411,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,18,0,5,6
412,7,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,13,0,0,6
413,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,22,0,0,0
414,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,29,0,0,0
415,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,11,0,5,7
416,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,5,5
417,8,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,24,0,5,0
418,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,6,0,7,11
419,10,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,21,0,0,0
42,9,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,10,0,0,16
420,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,19,0,0,0
421,6,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,13,0,5,10
422,7,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,0,5,7
423,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,21,0,0,0
424,11,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,10,0,0,5
425,6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,8,0,5,12
426,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,12,0,5,5
427,11,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,0,0
428,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,5,0
429,5,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,0,9
43,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,23,0,0,0
430,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,11,0,6,10
431,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,7,8
432,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,21,0,0,0
433,7,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,12,0,5,0
434,11,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,27,0,6,0
435,7,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,9
436,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,10,0,6,8
437,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,24,0,0,0
438,13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,6
439,6,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,17,0,6,0
44,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,0,13
440,12,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,17,0,0,0
441,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,14,0,0,6
442,13,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,22,0,0,5
443,8,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,0,8
444,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,21,0,0,0
445,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,22,0,5,0
446,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,21,0,8,0
447,6,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,14,0,11,8
448,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,13,0,5,8
449,6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,21,0,0,0
45,10,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,18,0,5,8
450,8,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,6,0,12,9
451,9,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,8,0,0,0
452,9,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,20,0,0,0
453,8,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,21,0,0,0
454,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,13,0,0,6
455,7,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,9,0,0,12
456,8,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,28,0,7,0
457,10,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,0,9
458,14,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,15,0,0,7
459,9,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,12,0,6,15
46,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,16,0,0,0
460,9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,13,0,8,0
461,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,0,6
462,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,0,7
463,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,7,0,7,9
464,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,5,0,0,12
465,9,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,8,0,8,10
466,10,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,20,0,0,0
467,8,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,8,0,8,6
468,5,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,24,0,0,0
469,9,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,29,0,0,0
47,6,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,6,0,0,9
470,13,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,16,0,0,9
471,5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,20,0,8,10
472,6,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,31,0,0,0
473,7,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,26,0,0,0
474,7,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,23,0,5,5
475,10,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,9,0,0,11
476,13,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,24,0,6,0
477,9,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,5,6
478,8,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,12,0,0,0
479,12,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,14,0,8,10
48,11,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,18,0,0,8
480,7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,32,0,0,0
481,8,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,28,0,8,5
482,14,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,23,0,0,0
483,8,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,27,0,0,0
484,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,23,0,0,6
485,7,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,25,0,0,0
486,7,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,9,0,5,9
487,7,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,13,0,0,5
488,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,6,0,0,13
489,6,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,20,0,6,5
49,14,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,11,0,5,7
490,5,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,34,0,0,0
491,11,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,19,0,0,6
492,12,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,22,0,0,0
493,8,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,16,0,0,0
494,7,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,7,0,0,10
495,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,20,0,7,6
496,6,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,10,0,0,13
497,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,23,0,0,0
498,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,23,0,0,0
